
Level: 2; diagrams count: 4
4  1  1   |10
4  1   1   |20
4 1   1   |10
4   2   |9
4   1   1   |10
3 3   |5
3 2 1   |16
3 2  1   |25
3 1 1 1   |10
3 1 1  1   |30
3 1  2   |25
3 1  1 1   |20
3 1  1  1   |30
3 1  1   1   |50
3  3   |5
3  2  1   |16
3  2   1   |25
3  1  1  1   |10
3  1  1   1   |30
3  1   2   |25
3  1   1  1   |20
3  1   1   1   |30
3 2   1   |9
3 1 1   1   |10
3 1   2   |16
3 1   1 1   |10
3 1   1   1   |20
3   3   |5
3   2   1   |16
3   1   1   1   |10
2 2 2   |5
2 2 1 1   |9
2 2 1  1   |25
2 2  2   |16
2 2  1 1   |16
2 2  1  1   |20
2 2  1   1   |31
2 1 1 1 1   |5
2 1 1 1  1   |20
2 1 1  2   |20
2 1 1  1 1   |25
2 1 1  1  1   |30
2 1 1  1   1   |45
2 1  2 1   |16
2 1  2  1   |25
2 1  2   1   |36
2 1  1 1  1   |25
2 1  1  1  1   |20
2 1  1  1   1   |55
2 1  1 1   1   |25
2 1  1   2   |33
2 1  1   1 1   |30
2 1  1   1  1   |35
2 1  1   1   1   |50
2  2  2   |5
2  2  1  1   |9
2  2  1   1   |25
2  2   2   |16
2  2   1  1   |16
2  2   1   1   |20
2  1  1  1  1   |5
2  1  1  1   1   |20
2  1  1   2   |20
2  1  1   1  1   |25
2  1  1   1   1   |30
2  1   2  1   |16
2  1   2   1   |25
2  1   1  1   1   |25
2  1   1   1   1   |20
2 2 1   1   |7
2 2   2   |8
2 2   1 1   |7
2 2   1   1   |11
2 1 1 1   1   |5
2 1 1   2   |9
2 1 1   1 1   |10
2 1 1   1   1   |15
2 1   2 1   |9
2 1   2   1   |18
2 1   1 1   1   |10
2 1   1   1   1   |15
2   2   2   |5
2   2   1   1   |9
2   1   1   1   1   |5
1 1 1 1 1 1   |1
1 1 1 1 1  1   |5
1 1 1 1  1 1   |9
1 1 1 1  1  1   |10
1 1 1 1  1   1   |14
1 1 1  1 1 1   |5
1 1 1  1 1  1   |16
1 1 1  1  1  1   |10
1 1 1  1  1   1   |26
1 1 1  1 1   1   |14
1 1 1  1   1 1   |17
1 1 1  1   1  1   |16
1 1 1  1   1   1   |22
1 1  1 1  1 1   |5
1 1  1 1  1  1   |9
1 1  1 1  1   1   |21
1 1  1  1  1  1   |5
1 1  1  1  1   1   |19
1 1  1  1   1 1   |17
1 1  1  1   1  1   |23
1 1  1  1   1   1   |27
1 1  1 1   1 1   |11
1 1  1 1   1  1   |12
1 1  1 1   1   1   |15
1 1  1   1 1  1   |7
1 1  1   1  1   1   |22
1 1  1   1 1   1   |12
1 1  1   1   1   1   |17
1  1  1  1  1  1   |1
1  1  1  1  1   1   |5
1  1  1  1   1  1   |9
1  1  1  1   1   1   |10
1  1  1   1  1  1   |5
1  1  1   1  1   1   |16
1  1  1   1   1   1   |10
1  1   1  1   1  1   |5
1  1   1  1   1   1   |9
1  1   1   1   1   1   |5
1 1 1 1 1   1   |1
1 1 1 1   1 1   |3
1 1 1 1   1   1   |4
1 1 1   1 1 1   |2
1 1 1   1 1   1   |5
1 1 1   1   1   1   |6
1 1   1 1   1 1   |2
1 1   1 1   1   1   |5
1 1   1   1   1   1   |4
1   1   1   1   1   1   |1

Level: 7; diagrams count: 307
7   |1
6 1   |6
6  1   |6
6   1   |6
5 2   |14
5 1 1   |15
5 1  1   |30
5  2   |14
5  1  1   |15
5  1   1   |30
5 1   1   |15
5   2   |14
5   1   1   |15
4 3   |14
4 2 1   |35
4 2  1   |54
4 1 1 1   |20
4 1 1  1   |60
4 1  2   |54
4 1  1 1   |40
4 1  1  1   |60
4 1  1   1   |100
4  3   |14
4  2  1   |35
4  2   1   |54
4  1  1  1   |20
4  1  1   1   |60
4  1   2   |54
4  1   1  1   |40
4  1   1   1   |60
4 2   1   |19
4 1 1   1   |20
4 1   2   |35
4 1   1 1   |20
4 1   1   1   |40
4   3   |14
4   2   1   |35
4   1   1   1   |20
3 3 1   |21
3 3  1   |30
3 2 2   |21
3 2 1 1   |35
3 2 1  1   |96
3 2  2   |66
3 2  1 1   |61
3 2  1  1   |75
3 2  1   1   |115
3 1 1 1 1   |15
3 1 1 1  1   |60
3 1 1  2   |75
3 1 1  1 1   |75
3 1 1  1  1   |90
3 1 1  1   1   |135
3 1  3   |30
3 1  2 1   |61
3 1  2  1   |96
3 1  2   1   |136
3 1  1 1  1   |75
3 1  1  1  1   |60
3 1  1  1   1   |165
3 1  1 1   1   |75
3 1  1   2   |124
3 1  1   1 1   |90
3 1  1   1  1   |105
3 1  1   1   1   |150
3  3  1   |21
3  3   1   |30
3  2  2   |21
3  2  1  1   |35
3  2  1   1   |96
3  2   2   |66
3  2   1  1   |61
3  2   1   1   |75
3  1  1  1  1   |15
3  1  1  1   1   |60
3  1  1   2   |75
3  1  1   1  1   |75
3  1  1   1   1   |90
3  1   3   |30
3  1   2  1   |61
3  1   2   1   |96
3  1   1  1   1   |75
3  1   1   1   1   |60
3 3   1   |9
3 2 1   1   |26
3 2   2   |33
3 2   1 1   |26
3 2   1   1   |40
3 1 1 1   1   |15
3 1 1   2   |35
3 1 1   1 1   |30
3 1 1   1   1   |45
3 1   3   |21
3 1   2 1   |35
3 1   2   1   |70
3 1   1 1   1   |30
3 1   1   1   1   |45
3   3   1   |21
3   2   2   |21
3   2   1   1   |35
3   1   1   1   1   |15
2 2 2 1   |14
2 2 2  1   |30
2 2 1 1 1   |14
2 2 1 1  1   |54
2 2 1  2   |61
2 2 1  1 1   |66
2 2 1  1  1   |75
2 2 1  1   1   |108
2 2  2 1   |48
2 2  2  1   |61
2 2  2   1   |83
2 2  1 1  1   |61
2 2  1  1  1   |40
2 2  1  1   1   |106
2 2  1 1   1   |56
2 2  1   2   |72
2 2  1   1 1   |68
2 2  1   1  1   |66
2 2  1   1   1   |92
2 1 1 1 1 1   |6
2 1 1 1 1  1   |30
2 1 1 1  2   |40
2 1 1 1  1 1   |54
2 1 1 1  1  1   |60
2 1 1 1  1   1   |84
2 1 1  2 1   |61
2 1 1  2  1   |75
2 1 1  2   1   |101
2 1 1  1 1 1   |30
2 1 1  1 1  1   |96
2 1 1  1  1  1   |60
2 1 1  1  1   1   |156
2 1 1  1 1   1   |84
2 1 1  1   2   |87
2 1 1  1   1 1   |102
2 1 1  1   1  1   |96
2 1 1  1   1   1   |132
2 1  2 1  1   |66
2 1  2  2   |30
2 1  2  1  1   |54
2 1  2  1   1   |141
2 1  2 1   1   |61
2 1  2   2   |85
2 1  2   1 1   |66
2 1  2   1  1   |87
2 1  2   1   1   |106
2 1  1 1  1 1   |30
2 1  1 1  1  1   |54
2 1  1 1  1   1   |126
2 1  1  1  1  1   |30
2 1  1  1  1   1   |114
2 1  1  1   2   |108
2 1  1  1   1 1   |102
2 1  1  1   1  1   |138
2 1  1  1   1   1   |162
2 1  1 1   2   |58
2 1  1 1   1 1   |66
2 1  1 1   1  1   |72
2 1  1 1   1   1   |90
2 1  1   2 1   |72
2 1  1   2  1   |84
2 1  1   2   1   |126
2 1  1   1 1  1   |42
2 1  1   1  1   1   |132
2 1  1   1 1   1   |72
2 1  1   1   1   1   |102
2  2  2  1   |14
2  2  2   1   |30
2  2  1  1  1   |14
2  2  1  1   1   |54
2  2  1   2   |61
2  2  1   1  1   |66
2  2  1   1   1   |75
2  2   2  1   |48
2  2   2   1   |61
2  2   1  1   1   |61
2  2   1   1   1   |40
2  1  1  1  1  1   |6
2  1  1  1  1   1   |30
2  1  1  1   2   |40
2  1  1  1   1  1   |54
2  1  1  1   1   1   |60
2  1  1   2  1   |61
2  1  1   2   1   |75
2  1  1   1  1  1   |30
2  1  1   1  1   1   |96
2  1  1   1   1   1   |60
2  1   2  1   1   |66
2  1   2   2   |30
2  1   2   1   1   |54
2  1   1  1   1  1   |30
2  1   1  1   1   1   |54
2  1   1   1   1   1   |30
2 2 2   1   |7
2 2 1 1   1   |12
2 2 1   2   |24
2 2 1   1 1   |24
2 2 1   1   1   |33
2 2   2 1   |24
2 2   2   1   |37
2 2   1 1   1   |21
2 2   1   1   1   |26
2 1 1 1 1   1   |6
2 1 1 1   2   |14
2 1 1 1   1 1   |18
2 1 1 1   1   1   |24
2 1 1   2 1   |28
2 1 1   2   1   |42
2 1 1   1 1 1   |12
2 1 1   1 1   1   |30
2 1 1   1   1   1   |36
2 1   2 1   1   |28
2 1   2   2   |23
2 1   2   1   1   |42
2 1   1 1   1 1   |12
2 1   1 1   1   1   |30
2 1   1   1   1   1   |24
2   2   2   1   |14
2   2   1   1   1   |14
2   1   1   1   1   1   |6
1 1 1 1 1 1 1   |1
1 1 1 1 1 1  1   |6
1 1 1 1 1  1 1   |14
1 1 1 1 1  1  1   |15
1 1 1 1 1  1   1   |20
1 1 1 1  1 1 1   |14
1 1 1 1  1 1  1   |35
1 1 1 1  1  1  1   |20
1 1 1 1  1  1   1   |50
1 1 1 1  1 1   1   |28
1 1 1 1  1   1 1   |34
1 1 1 1  1   1  1   |30
1 1 1 1  1   1   1   |40
1 1 1  1 1 1  1   |21
1 1 1  1 1  1 1   |21
1 1 1  1 1  1  1   |35
1 1 1  1 1  1   1   |77
1 1 1  1  1  1  1   |15
1 1 1  1  1  1   1   |55
1 1 1  1  1   1 1   |60
1 1 1  1  1   1  1   |65
1 1 1  1  1   1   1   |75
1 1 1  1 1 1   1   |14
1 1 1  1 1   1 1   |42
1 1 1  1 1   1  1   |42
1 1 1  1 1   1   1   |51
1 1 1  1   1 1 1   |19
1 1 1  1   1 1  1   |23
1 1 1  1   1  1   1   |60
1 1 1  1   1 1   1   |39
1 1 1  1   1   1   1   |45
1 1  1 1  1 1  1   |14
1 1  1 1  1  1  1   |14
1 1  1 1  1  1   1   |49
1 1  1 1  1 1   1   |21
1 1  1 1  1   1 1   |49
1 1  1 1  1   1  1   |56
1 1  1 1  1   1   1   |63
1 1  1  1  1  1  1   |6
1 1  1  1  1  1   1   |29
1 1  1  1  1   1 1   |36
1 1  1  1  1   1  1   |51
1 1  1  1  1   1   1   |56
1 1  1  1   1 1  1   |30
1 1  1  1   1  1  1   |28
1 1  1  1   1  1   1   |88
1 1  1  1   1 1   1   |39
1 1  1  1   1   1   1   |54
1 1  1 1   1 1  1   |30
1 1  1 1   1  1   1   |49
1 1  1 1   1 1   1   |27
1 1  1 1   1   1   1   |32
1 1  1   1 1  1   1   |22
1 1  1   1  1   1  1   |27
1 1  1   1  1   1   1   |48
1 1  1   1 1   1 1   |14
1 1  1   1 1   1   1   |34
1 1  1   1   1   1   1   |26
1  1  1  1  1  1  1   |1
1  1  1  1  1  1   1   |6
1  1  1  1  1   1  1   |14
1  1  1  1  1   1   1   |15
1  1  1  1   1  1  1   |14
1  1  1  1   1  1   1   |35
1  1  1  1   1   1   1   |20
1  1  1   1  1  1   1   |21
1  1  1   1  1   1  1   |21
1  1  1   1  1   1   1   |35
1  1  1   1   1   1   1   |15
1  1   1  1   1  1   1   |14
1  1   1  1   1   1   1   |14
1  1   1   1   1   1   1   |6
1 1 1 1 1 1   1   |1
1 1 1 1 1   1 1   |4
1 1 1 1 1   1   1   |5
1 1 1 1   1 1 1   |5
1 1 1 1   1 1   1   |9
1 1 1 1   1   1   1   |10
1 1 1   1 1 1   1   |5
1 1 1   1 1   1 1   |7
1 1 1   1 1   1   1   |16
1 1 1   1   1   1   1   |10
1 1   1 1   1 1   1   |5
1 1   1 1   1   1   1   |9
1 1   1   1   1   1   1   |5
1   1   1   1   1   1   1   |1

Level: 8; diagrams count: 684
8   |1
7 1   |7
7  1   |7
7   1   |7
6 2   |20
6 1 1   |21
6 1  1   |42
6  2   |20
6  1  1   |21
6  1   1   |42
6 1   1   |21
6   2   |20
6   1   1   |21
5 3   |28
5 2 1   |64
5 2  1   |98
5 1 1 1   |35
5 1 1  1   |105
5 1  2   |98
5 1  1 1   |70
5 1  1  1   |105
5 1  1   1   |175
5  3   |28
5  2  1   |64
5  2   1   |98
5  1  1  1   |35
5  1  1   1   |105
5  1   2   |98
5  1   1  1   |70
5  1   1   1   |105
5 2   1   |34
5 1 1   1   |35
5 1   2   |64
5 1   1 1   |35
5 1   1   1   |70
5   3   |28
5   2   1   |64
5   1   1   1   |35
4 4   |14
4 3 1   |70
4 3  1   |98
4 2 2   |56
4 2 1 1   |90
4 2 1  1   |245
4 2  2   |174
4 2  1 1   |155
4 2  1  1   |189
4 2  1   1   |288
4 1 1 1 1   |35
4 1 1 1  1   |140
4 1 1  2   |189
4 1 1  1 1   |175
4 1 1  1  1   |210
4 1 1  1   1   |315
4 1  3   |98
4 1  2 1   |155
4 1  2  1   |245
4 1  2   1   |344
4 1  1 1  1   |175
4 1  1  1  1   |140
4 1  1  1   1   |385
4 1  1 1   1   |175
4 1  1   2   |313
4 1  1   1 1   |210
4 1  1   1  1   |245
4 1  1   1   1   |350
4  4   |14
4  3  1   |70
4  3   1   |98
4  2  2   |56
4  2  1  1   |90
4  2  1   1   |245
4  2   2   |174
4  2   1  1   |155
4  2   1   1   |189
4  1  1  1  1   |35
4  1  1  1   1   |140
4  1  1   2   |189
4  1  1   1  1   |175
4  1  1   1   1   |210
4  1   3   |98
4  1   2  1   |155
4  1   2   1   |245
4  1   1  1   1   |175
4  1   1   1   1   |140
4 3   1   |28
4 2 1   1   |65
4 2   2   |87
4 2   1 1   |65
4 2   1   1   |99
4 1 1 1   1   |35
4 1 1   2   |90
4 1 1   1 1   |70
4 1 1   1   1   |105
4 1   3   |70
4 1   2 1   |90
4 1   2   1   |180
4 1   1 1   1   |70
4 1   1   1   1   |105
4   4   |14
4   3   1   |70
4   2   2   |56
4   2   1   1   |90
4   1   1   1   1   |35
3 3 2   |42
3 3 1 1   |56
3 3 1  1   |147
3 3  2   |96
3 3  1 1   |91
3 3  1  1   |105
3 3  1   1   |154
3 2 2 1   |70
3 2 2  1   |147
3 2 1 1 1   |64
3 2 1 1  1   |245
3 2 1  2   |298
3 2 1  1 1   |298
3 2 1  1  1   |336
3 2 1  1   1   |480
3 2  3   |96
3 2  2 1   |236
3 2  2  1   |298
3 2  2   1   |400
3 2  1 1  1   |272
3 2  1  1  1   |175
3 2  1  1   1   |461
3 2  1 1   1   |246
3 2  1   2   |344
3 2  1   1 1   |299
3 2  1   1  1   |286
3 2  1   1   1   |397
3 1 1 1 1 1   |21
3 1 1 1 1  1   |105
3 1 1 1  2   |175
3 1 1 1  1 1   |189
3 1 1 1  1  1   |210
3 1 1 1  1   1   |294
3 1 1  3   |105
3 1 1  2 1   |272
3 1 1  2  1   |336
3 1 1  2   1   |447
3 1 1  1 1 1   |105
3 1 1  1 1  1   |336
3 1 1  1  1  1   |210
3 1 1  1  1   1   |546
3 1 1  1 1   1   |294
3 1 1  1   2   |381
3 1 1  1   1 1   |357
3 1 1  1   1  1   |336
3 1 1  1   1   1   |462
3 1  3 1   |91
3 1  3  1   |147
3 1  3   1   |196
3 1  2 1  1   |298
3 1  2  2   |147
3 1  2  1  1   |245
3 1  2  1   1   |634
3 1  2 1   1   |272
3 1  2   2   |411
3 1  2   1 1   |292
3 1  2   1  1   |389
3 1  2   1   1   |467
3 1  1 1  1 1   |105
3 1  1 1  1  1   |189
3 1  1 1  1   1   |441
3 1  1  1  1  1   |105
3 1  1  1  1   1   |399
3 1  1  1   2   |472
3 1  1  1   1 1   |357
3 1  1  1   1  1   |483
3 1  1  1   1   1   |567
3 1  1 1   2   |257
3 1  1 1   1 1   |231
3 1  1 1   1  1   |252
3 1  1 1   1   1   |315
3 1  1   3   |175
3 1  1   2 1   |321
3 1  1   2  1   |374
3 1  1   2   1   |566
3 1  1   1 1  1   |147
3 1  1   1  1   1   |462
3 1  1   1 1   1   |252
3 1  1   1   1   1   |357
3  3  2   |42
3  3  1  1   |56
3  3  1   1   |147
3  3   2   |96
3  3   1  1   |91
3  3   1   1   |105
3  2  2  1   |70
3  2  2   1   |147
3  2  1  1  1   |64
3  2  1  1   1   |245
3  2  1   2   |298
3  2  1   1  1   |298
3  2  1   1   1   |336
3  2   3   |96
3  2   2  1   |236
3  2   2   1   |298
3  2   1  1   1   |272
3  2   1   1   1   |175
3  1  1  1  1  1   |21
3  1  1  1  1   1   |105
3  1  1  1   2   |175
3  1  1  1   1  1   |189
3  1  1  1   1   1   |210
3  1  1   3   |105
3  1  1   2  1   |272
3  1  1   2   1   |336
3  1  1   1  1  1   |105
3  1  1   1  1   1   |336
3  1  1   1   1   1   |210
3  1   3  1   |91
3  1   3   1   |147
3  1   2  1   1   |298
3  1   2   2   |147
3  1   2   1   1   |245
3  1   1  1   1  1   |105
3  1   1  1   1   1   |189
3  1   1   1   1   1   |105
3 3 1   1   |35
3 3   2   |42
3 3   1 1   |35
3 3   1   1   |49
3 2 2   1   |33
3 2 1 1   1   |53
3 2 1   2   |118
3 2 1   1 1   |106
3 2 1   1   1   |144
3 2   3   |54
3 2   2 1   |118
3 2   2   1   |180
3 2   1 1   1   |91
3 2   1   1   1   |111
3 1 1 1 1   1   |21
3 1 1 1   2   |64
3 1 1 1   1 1   |63
3 1 1 1   1   1   |84
3 1 1   3   |56
3 1 1   2 1   |128
3 1 1   2   1   |192
3 1 1   1 1 1   |42
3 1 1   1 1   1   |105
3 1 1   1   1   1   |126
3 1   3 1   |56
3 1   3   1   |112
3 1   2 1   1   |128
3 1   2   2   |114
3 1   2   1   1   |192
3 1   1 1   1 1   |42
3 1   1 1   1   1   |105
3 1   1   1   1   1   |84
3   3   2   |42
3   3   1   1   |56
3   2   2   1   |70
3   2   1   1   1   |64
3   1   1   1   1   1   |21
2 2 2 2   |14
2 2 2 1 1   |28
2 2 2 1  1   |98
2 2 2  2   |91
2 2 2  1 1   |96
2 2 2  1  1   |105
2 2 2  1   1   |145
2 2 1 1 1 1   |20
2 2 1 1 1  1   |98
2 2 1 1  2   |155
2 2 1 1  1 1   |174
2 2 1 1  1  1   |189
2 2 1 1  1   1   |258
2 2 1  2 1   |236
2 2 1  2  1   |272
2 2 1  2   1   |353
2 2 1  1 1 1   |96
2 2 1  1 1  1   |298
2 2 1  1  1  1   |175
2 2 1  1  1   1   |445
2 2 1  1 1   1   |248
2 2 1  1   2   |291
2 2 1  1   1 1   |302
2 2 1  1   1  1   |270
2 2 1  1   1   1   |365
2 2  2 2   |48
2 2  2 1  1   |236
2 2  2  2   |91
2 2  2  1  1   |155
2 2  2  1   1   |391
2 2  2 1   1   |200
2 2  2   2   |240
2 2  2   1 1   |217
2 2  2   1  1   |236
2 2  2   1   1   |281
2 2  1 1  1 1   |91
2 2  1 1  1  1   |155
2 2  1 1  1   1   |349
2 2  1  1  1  1   |70
2 2  1  1  1   1   |260
2 2  1  1   2   |286
2 2  1  1   1 1   |276
2 2  1  1   1  1   |310
2 2  1  1   1   1   |360
2 2  1 1   2   |186
2 2  1 1   1 1   |190
2 2  1 1   1  1   |194
2 2  1 1   1   1   |238
2 2  1   2 1   |236
2 2  1   2  1   |222
2 2  1   2   1   |327
2 2  1   1 1  1   |108
2 2  1   1  1   1   |290
2 2  1   1 1   1   |185
2 2  1   1   1   1   |220
2 1 1 1 1 1 1   |7
2 1 1 1 1 1  1   |42
2 1 1 1 1  2   |70
2 1 1 1 1  1 1   |98
2 1 1 1 1  1  1   |105
2 1 1 1 1  1   1   |140
2 1 1 1  2 1   |155
2 1 1 1  2  1   |175
2 1 1 1  2   1   |225
2 1 1 1  1 1 1   |98
2 1 1 1  1 1  1   |245
2 1 1 1  1  1  1   |140
2 1 1 1  1  1   1   |350
2 1 1 1  1 1   1   |196
2 1 1 1  1   2   |185
2 1 1 1  1   1 1   |238
2 1 1 1  1   1  1   |210
2 1 1 1  1   1   1   |280
2 1 1  2 1 1   |91
2 1 1  2 1  1   |298
2 1 1  2  2   |105
2 1 1  2  1  1   |189
2 1 1  2  1   1   |473
2 1 1  2 1   1   |246
2 1 1  2   2   |273
2 1 1  2   1 1   |269
2 1 1  2   1  1   |284
2 1 1  2   1   1   |339
2 1 1  1 1 1  1   |147
2 1 1  1 1  1 1   |147
2 1 1  1 1  1  1   |245
2 1 1  1 1  1   1   |539
2 1 1  1  1  1  1   |105
2 1 1  1  1  1   1   |385
2 1 1  1  1   2   |351
2 1 1  1  1   1 1   |420
2 1 1  1  1   1  1   |455
2 1 1  1  1   1   1   |525
2 1 1  1 1 1   1   |98
2 1 1  1 1   2   |229
2 1 1  1 1   1 1   |294
2 1 1  1 1   1  1   |294
2 1 1  1 1   1   1   |357
2 1 1  1   2 1   |289
2 1 1  1   2  1   |267
2 1 1  1   2   1   |387
2 1 1  1   1 1 1   |133
2 1 1  1   1 1  1   |161
2 1 1  1   1  1   1   |420
2 1 1  1   1 1   1   |273
2 1 1  1   1   1   1   |315
2 1  2 1  2   |96
2 1  2 1  1 1   |96
2 1  2 1  1  1   |174
2 1  2 1  1   1   |394
2 1  2  2  1   |98
2 1  2  2   1   |201
2 1  2  1  1  1   |98
2 1  2  1  1   1   |363
2 1  2  1   2   |395
2 1  2  1   1 1   |309
2 1  2  1   1  1   |432
2 1  2  1   1   1   |484
2 1  2 1   2   |204
2 1  2 1   1 1   |193
2 1  2 1   1  1   |220
2 1  2 1   1   1   |257
2 1  2   2 1   |223
2 1  2   2  1   |304
2 1  2   2   1   |378
2 1  2   1 1  1   |129
2 1  2   1  1   1   |386
2 1  2   1 1   1   |178
2 1  2   1   1   1   |248
2 1  1 1  1 1  1   |98
2 1  1 1  1  1  1   |98
2 1  1 1  1  1   1   |343
2 1  1 1  1 1   1   |147
2 1  1 1  1   2   |292
2 1  1 1  1   1 1   |343
2 1  1 1  1   1  1   |392
2 1  1 1  1   1   1   |441
2 1  1  1  1  1  1   |42
2 1  1  1  1  1   1   |203
2 1  1  1  1   2   |262
2 1  1  1  1   1 1   |252
2 1  1  1  1   1  1   |357
2 1  1  1  1   1   1   |392
2 1  1  1   2 1   |282
2 1  1  1   2  1   |391
2 1  1  1   2   1   |471
2 1  1  1   1 1  1   |210
2 1  1  1   1  1  1   |196
2 1  1  1   1  1   1   |616
2 1  1  1   1 1   1   |273
2 1  1  1   1   1   1   |378
2 1  1 1   2 1   |196
2 1  1 1   2  1   |214
2 1  1 1   2   1   |274
2 1  1 1   1 1  1   |210
2 1  1 1   1  1   1   |343
2 1  1 1   1 1   1   |189
2 1  1 1   1   1   1   |224
2 1  1   2 1  1   |126
2 1  1   2  1   1   |408
2 1  1   2 1   1   |226
2 1  1   2   2   |179
2 1  1   2   1   1   |324
2 1  1   1 1  1   1   |154
2 1  1   1  1   1  1   |189
2 1  1   1  1   1   1   |336
2 1  1   1 1   1 1   |98
2 1  1   1 1   1   1   |238
2 1  1   1   1   1   1   |182
2  2  2  2   |14
2  2  2  1  1   |28
2  2  2  1   1   |98
2  2  2   2   |91
2  2  2   1  1   |96
2  2  2   1   1   |105
2  2  1  1  1  1   |20
2  2  1  1  1   1   |98
2  2  1  1   2   |155
2  2  1  1   1  1   |174
2  2  1  1   1   1   |189
2  2  1   2  1   |236
2  2  1   2   1   |272
2  2  1   1  1  1   |96
2  2  1   1  1   1   |298
2  2  1   1   1   1   |175
2  2   2  2   |48
2  2   2  1   1   |236
2  2   2   2   |91
2  2   2   1   1   |155
2  2   1  1   1  1   |91
2  2   1  1   1   1   |155
2  2   1   1   1   1   |70
2  1  1  1  1  1  1   |7
2  1  1  1  1  1   1   |42
2  1  1  1  1   2   |70
2  1  1  1  1   1  1   |98
2  1  1  1  1   1   1   |105
2  1  1  1   2  1   |155
2  1  1  1   2   1   |175
2  1  1  1   1  1  1   |98
2  1  1  1   1  1   1   |245
2  1  1  1   1   1   1   |140
2  1  1   2  1  1   |91
2  1  1   2  1   1   |298
2  1  1   2   2   |105
2  1  1   2   1   1   |189
2  1  1   1  1  1   1   |147
2  1  1   1  1   1  1   |147
2  1  1   1  1   1   1   |245
2  1  1   1   1   1   1   |105
2  1   2  1   2   |96
2  1   2  1   1  1   |96
2  1   2  1   1   1   |174
2  1   2   2   1   |98
2  1   2   1   1   1   |98
2  1   1  1   1  1   1   |98
2  1   1  1   1   1   1   |98
2  1   1   1   1   1   1   |42
2 2 2 1   1   |19
2 2 2   2   |31
2 2 2   1 1   |31
2 2 2   1   1   |40
2 2 1 1 1   1   |18
2 2 1 1   2   |50
2 2 1 1   1 1   |54
2 2 1 1   1   1   |69
2 2 1   2 1   |100
2 2 1   2   1   |136
2 2 1   1 1 1   |36
2 2 1   1 1   1   |84
2 2 1   1   1   1   |95
2 2   2 2   |24
2 2   2 1   1   |86
2 2   2   2   |60
2 2   2   1   1   |105
2 2   1 1   1 1   |33
2 2   1 1   1   1   |77
2 2   1   1   1   1   |50
2 1 1 1 1 1   1   |7
2 1 1 1 1   2   |20
2 1 1 1 1   1 1   |28
2 1 1 1 1   1   1   |35
2 1 1 1   2 1   |60
2 1 1 1   2   1   |80
2 1 1 1   1 1 1   |35
2 1 1 1   1 1   1   |63
2 1 1 1   1   1   1   |70
2 1 1   2 1 1   |40
2 1 1   2 1   1   |100
2 1 1   2   2   |65
2 1 1   2   1   1   |120
2 1 1   1 1 1   1   |35
2 1 1   1 1   1 1   |49
2 1 1   1 1   1   1   |112
2 1 1   1   1   1   1   |70
2 1   2 1   2   |51
2 1   2 1   1 1   |40
2 1   2 1   1   1   |100
2 1   2   2   1   |79
2 1   2   1   1   1   |80
2 1   1 1   1 1   1   |35
2 1   1 1   1   1   1   |63
2 1   1   1   1   1   1   |35
2   2   2   2   |14
2   2   2   1   1   |28
2   2   1   1   1   1   |20
2   1   1   1   1   1   1   |7
